address_hex;address_dec;group;float_no;value_little
'00006C00';27648;1;33;0.0003417578409425914287567139
'00006C00';27648;1;34;0.0003443176101427525281906128
'00006C00';27648;1;35;0.0003451863303780555725097656
'00006C00';27648;1;36;0.0003429389907978475093841553
'00006C00';27648;1;37;0.0003389213234186172485351562
'00006C00';27648;1;38;0.0003370687772985547780990601
'00006C00';27648;1;39;0.0003371588245499879121780396
'00006C00';27648;1;40;0.0003355533408466726541519165
'00006C00';27648;1;41;0.0003336154040880501270294189
'00006C00';27648;1;42;0.0003329241299070417881011963
'00006C00';27648;1;43;0.0003315565700177103281021118
'00006C00';27648;1;44;0.0003277912910562008619308472
'00006C00';27648;1;45;0.0003197631740476936101913452
'00006C00';27648;1;46;0.0003100008470937609672546387
'00006C00';27648;1;47;0.0002992931695189327001571655
'00006C00';27648;1;48;0.0002857914078049361705780029
'00006C00';27648;1;49;0.0002725344966165721416473389
'00006C00';27648;1;50;0.0002613301039673388004302979
'00006C00';27648;1;51;0.0002499395050108432769775391
'00006C00';27648;1;52;0.0002371981827309355139732361
'00006C00';27648;1;53;0.0002252539998153224587440491
'00006C00';27648;1;54;0.0002149126084987074136734009
'00006C00';27648;1;55;0.0002041064290096983313560486
'00006C00';27648;1;56;0.0001921318907989189028739929
'00006C00';27648;1;57;0.0001803468767320737242698669
'00006C00';27648;1;58;0.0001693845842964947223663330
'00006C00';27648;1;59;0.0001586568687343969941139221
'00006C00';27648;1;60;0.0001481521467212587594985962
'00006C00';27648;1;61;0.0001384925417369231581687927
'00006C00';27648;1;62;0.0001292641536565497517585754
'00006C00';27648;1;63;0.0001194084543385542929172516
'00006C00';27648;1;64;0.0001087005948647856712341309
'00006C00';27648;1;65;0.0000980857512331567704677582
'00006C00';27648;1;66;0.0000883327447809278964996338
'00006C00';27648;1;67;0.0000788463948993012309074402
'00006C00';27648;1;68;0.0000693247202434577047824860
'00006C00';27648;1;69;0.0000606112880632281303405762
'00006C00';27648;1;70;0.0000529068383912090212106705
'00006C00';27648;1;71;0.0000454698310932144522666931
'00006C00';27648;1;72;0.0000381276404368691146373749
'00006C00';27648;1;73;0.0000312033880618400871753693
'00006C00';27648;1;74;0.0000243301255977712571620941
'00006C00';27648;1;75;0.0000170508592418627813458443
'00006C00';27648;1;76;0.0000091935517048113979399204
'00006C00';27648;1;77;0.0000018392055380900274030864
'00006C00';27648;1;78;-0.0000047351527427963446825743
'00006C00';27648;1;79;-0.0000117494610094581730663776
'00006C00';27648;1;80;-0.0000173096523212734609842300
'00006C00';27648;1;81;-0.0000237765016208868473768234
'00006C00';27648;1;82;-0.0000277053386525949463248253
'00006C00';27648;1;83;-0.0000334506148647051304578781
'00006C00';27648;1;84;-0.0000382656398869585245847702
'00006C00';27648;1;85;-0.0000409201456932350993156433
'00006C00';27648;1;86;-0.0000509081837662961333990097
'00006C00';27648;1;87;-0.0000247929510805988684296608
'00006C00';27648;1;88;0.0000039838832890382036566734
'00006C00';27648;1;89;-0.0000013644297496284707449377
'00006C00';27648;1;90;0.0000002987029006362718064338
'00006C00';27648;1;91;0.0000003010562465988186886534
'00006C00';27648;1;92;-0.0000005230098167885444127023
'00006C00';27648;1;93;0.0000005588005365098069887608
'00006C00';27648;1;94;-0.0000004159832087680115364492
'00006C00';27648;1;95;0.0000002998664285769336856902
'00006C00';27648;1;96;-0.0000001009082666314498055726
'00006C00';27648;1;97;0.0000000533753627962596510770
'00006C00';27648;1;98;0.0000000681829988025128841400
'00006C00';27648;1;99;-0.0000000098026022854469374579
'00006C00';27648;1;100;0.0000000697959094964062387589
'00006C00';27648;1;101;-0.0000000007038187255226091565
'00006C00';27648;1;102;-0.0000000068603887015683540085
'00006C00';27648;1;103;-0.0000000001266922400322556541
'00006C00';27648;1;104;-0.0000000000209088961422576602
'00006C00';27648;1;105;0.0000000000106515612302571228
'00006C00';27648;1;106;0.0000000000005700152264261071
'00006C00';27648;1;107;-0.0000000000000004079538578779
'00007000';28672;1;1;-0.0066121686249971389770507812
'00007000';28672;1;2;-0.0068023391067981719970703125
'00007000';28672;1;3;-0.0069278869777917861938476562
'00007000';28672;1;4;-0.0067887343466281890869140625
'00007000';28672;1;5;-0.0065028308890759944915771484
'00007000';28672;1;6;-0.0061304364353418350219726562
'00007000';28672;1;7;-0.0059499125927686691284179688
'00007000';28672;1;8;-0.0052687926217913627624511719
'00007000';28672;1;9;-0.0054512964561581611633300781
'00007000';28672;1;10;-0.0056165903806686401367187500
'00007000';28672;1;11;-0.0064048110507428646087646484
'00007000';28672;1;12;-0.0062150503508746623992919922
'00007000';28672;1;13;-0.0065147490240633487701416016
'00007000';28672;1;14;-0.0069544995203614234924316406
'00007000';28672;1;15;-0.0077462214976549148559570312
'00007000';28672;1;16;-0.0074835587292909622192382812
'00007000';28672;1;17;-0.0079198796302080154418945312
'00007000';28672;1;18;-0.0073634069412946701049804688
'00007000';28672;1;19;-0.0068236272782087326049804688
'00007000';28672;1;20;-0.0063800746574997901916503906
'00007000';28672;1;21;-0.0063964198343455791473388672
'00007000';28672;1;22;-0.0055028907954692840576171875
'00007000';28672;1;23;-0.0063059199601411819458007812
'00007000';28672;1;24;-0.0065811593085527420043945312
'00007000';28672;1;25;-0.0063142334111034870147705078
'00007000';28672;1;26;-0.0059985974803566932678222656
'00007000';28672;1;27;-0.0057576540857553482055664062
'00007000';28672;1;28;-0.0053809424862265586853027344
'00007000';28672;1;29;-0.0051026772707700729370117188
'00007000';28672;1;30;-0.0047286869958043098449707031
'00007000';28672;1;31;-0.0044109113514423370361328125
'00007000';28672;1;32;-0.0038226293399930000305175781
'00007000';28672;1;33;-0.0037444019690155982971191406
'00007000';28672;1;34;-0.0031105489470064640045166016
'00007000';28672;1;35;-0.0032429913990199565887451172
'00007000';28672;1;36;-0.0031033777631819248199462891
'00007000';28672;1;37;-0.0025793565437197685241699219
'00007000';28672;1;38;-0.0022147616837173700332641602
'00007000';28672;1;39;-0.0016788912471383810043334961
'00007000';28672;1;40;-0.0015094802947714924812316895
'00007000';28672;1;41;-0.0014244380872696638107299805
'00007000';28672;1;42;-0.0003566406376194208860397339
'00007000';28672;1;43;0.0002313393051736056804656982
'00007000';28672;1;44;0.0004764822078868746757507324
'00007000';28672;1;45;0.0013366061029955744743347168
'00007000';28672;1;46;0.0011670353123918175697326660
'00007000';28672;1;47;0.0010410437826067209243774414
'00007000';28672;1;48;0.0010231501655653119087219238
'00007000';28672;1;49;0.0009797572856768965721130371
'00007000';28672;1;50;0.0013954135356470942497253418
'00007000';28672;1;51;0.0017637987621128559112548828
'00007000';28672;1;52;0.0019824069458991289138793945
'00007000';28672;1;53;0.0022293708752840757369995117
'00007000';28672;1;54;0.0022415171843022108078002930
'00007000';28672;1;55;0.0024089021608233451843261719
'00007000';28672;1;56;0.0026158874388784170150756836
'00007000';28672;1;57;0.0026917727664113044738769531
'00007000';28672;1;58;0.0028548347763717174530029297
'00007000';28672;1;59;0.0026500087697058916091918945
'00007000';28672;1;60;0.0024771620519459247589111328
'00007000';28672;1;61;0.0024554827250540256500244141
'00007000';28672;1;62;0.0022232157643884420394897461
'00007000';28672;1;63;0.0022442261688411235809326172
'00007000';28672;1;64;0.0023573474027216434478759766
'00007000';28672;1;65;0.0025007231160998344421386719
'00007000';28672;1;66;0.0025060551706701517105102539
'00007000';28672;1;67;0.0029112850315868854522705078
'00007000';28672;1;68;0.0035103694535791873931884766
'00007000';28672;1;69;0.0030344752594828605651855469
'00007000';28672;1;70;0.0026856590993702411651611328
'00007000';28672;1;71;0.0024330504238605499267578125
'00007000';28672;1;72;0.0021033650264143943786621094
'00007000';28672;1;73;0.0020793443545699119567871094
'00007000';28672;1;74;0.0021398607641458511352539062
'00007000';28672;1;75;0.0023909821175038814544677734
'00007000';28672;1;76;0.0021030551288276910781860352
'00007000';28672;1;77;0.0021267631091177463531494141
'00007000';28672;1;78;0.0020977153908461332321166992
'00007000';28672;1;79;0.0024826419539749622344970703
'00007000';28672;1;80;0.0027846761513501405715942383
'00007000';28672;1;81;0.0031618338543921709060668945
'00007000';28672;1;82;0.0034387328196316957473754883
'00007000';28672;1;83;0.0033457214012742042541503906
'00007000';28672;1;84;0.0026216572150588035583496094
'00007000';28672;1;85;0.0025815283879637718200683594
'00007000';28672;1;86;0.0027193448040634393692016602
'00007000';28672;1;87;0.0029053103644400835037231445
'00007000';28672;1;88;0.0026915632188320159912109375
'00007000';28672;1;89;0.0029895708430558443069458008
'00007000';28672;1;90;0.0034629555884748697280883789
'00007000';28672;1;91;0.0032689156942069530487060547
'00007000';28672;1;92;0.0033936772961169481277465820
'00007000';28672;1;93;0.0039000557735562324523925781
'00007000';28672;1;94;0.0039815260097384452819824219
'00007000';28672;1;95;0.0038332613185048103332519531
'00007000';28672;1;96;0.0037346966564655303955078125
'00007000';28672;1;97;0.0038217820692807435989379883
'00007000';28672;1;98;0.0040770820342004299163818359
'00007000';28672;1;99;0.0036862140987068414688110352
'00007000';28672;1;100;0.0035516512580215930938720703
'00007000';28672;1;101;0.0037236830685287714004516602
'00007000';28672;1;102;0.0040216166526079177856445312
'00007000';28672;1;103;0.0042285006493330001831054688
'00007000';28672;1;104;0.0044395080767571926116943359
'00007000';28672;1;105;0.0044271303340792655944824219
'00007000';28672;1;106;0.0047845602966845035552978516
'00007000';28672;1;107;0.0046301991678774356842041016
'00007000';28672;1;108;0.0044821575284004211425781250
'00007000';28672;1;109;0.0041094231419265270233154297
'00007000';28672;1;110;0.0037084473296999931335449219
'00007000';28672;1;111;0.0040039257146418094635009766
'00007000';28672;1;112;0.0038878398481756448745727539
'00007000';28672;1;113;0.0038479305803775787353515625
'00007000';28672;1;114;0.0033319662325084209442138672
'00007000';28672;1;115;0.0032580702099949121475219727
'00007000';28672;1;116;0.0033219112083315849304199219
'00007000';28672;1;117;0.0035881111398339271545410156
'00007000';28672;1;118;0.0037877415306866168975830078
'00007000';28672;1;119;0.0035409010015428066253662109
'00007000';28672;1;120;0.0031177205964922904968261719
'00007000';28672;1;121;0.0030399260576814413070678711
'00007000';28672;1;122;0.0031433678232133388519287109
'00007000';28672;1;123;0.0028120905626565217971801758
'00007000';28672;1;124;0.0027660648338496685028076172
'00007000';28672;1;125;0.0027222940698266029357910156
'00007000';28672;1;126;0.0025624125264585018157958984
'00007000';28672;1;127;0.0024084721226245164871215820
'00007000';28672;1;128;0.0025949226692318916320800781
'00007000';28672;1;129;0.0027868715114891529083251953
'00007000';28672;1;130;0.0026664317119866609573364258
'00007000';28672;1;131;0.0027123810723423957824707031
'00007000';28672;1;132;0.0025957042817026376724243164
'00007000';28672;1;133;0.0024100702721625566482543945
'00007000';28672;1;134;0.0021466591861099004745483398
'00007000';28672;1;135;0.0021587566006928682327270508
'00007000';28672;1;136;0.0021412537898868322372436523
'00007000';28672;1;137;0.0022665550932288169860839844
'00007000';28672;1;138;0.0020773063879460096359252930
'00007000';28672;1;139;0.0020578105468302965164184570
'00007000';28672;1;140;0.0018962797475978732109069824
'00007000';28672;1;141;0.0020552668720483779907226562
'00007000';28672;1;142;0.0021227539982646703720092773
'00007000';28672;1;143;0.0022538723424077033996582031
'00007000';28672;1;144;0.0021753094624727964401245117
'00007000';28672;1;145;0.0022344740573316812515258789
'00007000';28672;1;146;0.0020845702383667230606079102
'00007000';28672;1;147;0.0017299575265496969223022461
'00007000';28672;1;148;0.0017428544815629720687866211
'00007000';28672;1;149;0.0017449836013838648796081543
'00007000';28672;1;150;0.0016937063774093985557556152
'00007000';28672;1;151;0.0017196562839671969413757324
'00007000';28672;1;152;0.0017598600825294852256774902
'00007000';28672;1;153;0.0017474751221016049385070801
'00007000';28672;1;154;0.0016845838399603962898254395
'00007000';28672;1;155;0.0014923040289431810379028320
'00007000';28672;1;156;0.0015200878260657191276550293
'00007000';28672;1;157;0.0014283517375588417053222656
'00007000';28672;1;158;0.0015612372662872076034545898
'00007000';28672;1;159;0.0015685680555179715156555176
'00007000';28672;1;160;0.0014472282491624355316162109
'00007000';28672;1;161;0.0011948555475100874900817871
'00007000';28672;1;162;0.0009881673613563179969787598
'00007000';28672;1;163;0.0010146850254386663436889648
'00007000';28672;1;164;0.0009644048404879868030548096
'00007000';28672;1;165;0.0010105796391144394874572754
'00007000';28672;1;166;0.0009151663980446755886077881
'00007000';28672;1;167;0.0007888875552453100681304932
'00007000';28672;1;168;0.0006681376835331320762634277
'00007000';28672;1;169;0.0005598433199338614940643311
'00007000';28672;1;170;0.0004862965724896639585494995
'00007000';28672;1;171;0.0004985776613466441631317139
'00007000';28672;1;172;0.0004573215555865317583084106
'00007000';28672;1;173;0.0004257465188857167959213257
'00007000';28672;1;174;0.0003818988334387540817260742
'00007000';28672;1;175;0.0003591973800212144851684570
'00007000';28672;1;176;0.0002823325921781361103057861
'00007000';28672;1;177;0.0002221375325461849570274353
'00007000';28672;1;178;0.0002222641051048412919044495
'00007000';28672;1;179;0.0002068540488835424184799194
'00007000';28672;1;180;0.0001655972155276685953140259
'00007000';28672;1;181;0.0001478057529311627149581909
'00007000';28672;1;182;0.0001137878134613856673240662
'00007000';28672;1;183;0.0000716427748557180166244507
'00007000';28672;1;184;0.0000509480996697675436735153
'00007000';28672;1;185;0.0000478506917716003954410553
'00007000';28672;1;186;0.0000417636219935957342386246
'00007000';28672;1;187;0.0000294235596811631694436073
'00007000';28672;1;188;0.0000210909111046930775046349
'00007000';28672;1;189;0.0000129331974676460959017277
'00007000';28672;1;190;0.0000060370016399247106164694
'00007000';28672;1;191;0.0000025710910449561197310686
'00007000';28672;1;192;0.0000006186249379425134975463
'00007400';29696;1;1;0.0000000000285142985612107935
'00007400';29696;1;2;0.0000000057425340038719241420
'00007400';29696;1;3;0.0000000363651970758382958593
'00007400';29696;1;4;-0.0000000140787417279852888896
'00007400';29696;1;5;-0.0000001953862209802537108772
'00007400';29696;1;6;-0.0000003877475194258295232430
'00007400';29696;1;7;-0.0000012166013902970007620752
'00007400';29696;1;8;-0.0000012514798299889662303030
'00007400';29696;1;9;-0.0000021475225366884842514992
'00007400';29696;1;10;-0.0000038930675145820714533329
'00007400';29696;1;11;-0.0000028179244964121608063579
'00007400';29696;1;12;-0.0000067689452407648786902428
'00007400';29696;1;13;-0.0000023585498638567514717579
'00007400';29696;1;14;-0.0000071780077632865868508816
'00007400';29696;1;15;-0.0000043682643990905489772558
'00007400';29696;1;16;-0.0000051698175411729607731104
'00007400';29696;1;17;0.0000023153279471443966031075
'00007400';29696;1;18;0.0001405563089065253734588623
'00007400';29696;1;19;0.0003938837035093456506729126
'00007400';29696;1;20;0.0009000501595437526702880859
'00007400';29696;1;21;0.0015801113331690430641174316
'00007400';29696;1;22;0.0021734198089689016342163086
'00007400';29696;1;23;0.0031683787237852811813354492
'00007400';29696;1;24;0.0044095595367252826690673828
'00007400';29696;1;25;0.0052033364772796630859375000
'00007400';29696;1;26;0.0056933010928332805633544922
'00007400';29696;1;27;0.0057008364237844944000244141
'00007400';29696;1;28;0.0058283675462007522583007812
'00007400';29696;1;29;0.0064099510200321674346923828
'00007400';29696;1;30;0.0058709182776510715484619141
'00007400';29696;1;31;0.0051744552329182624816894531
'00007400';29696;1;32;0.0052827717736363410949707031
'00007400';29696;1;33;0.0035396022722125053405761719
'00007400';29696;1;34;0.0013038297183811664581298828
'00007400';29696;1;35;0.0011997859692201018333435059
'00007400';29696;1;36;-0.0000908814690774306654930115
'00007400';29696;1;37;-0.0030091383960098028182983398
'00007400';29696;1;38;-0.0039690765552222728729248047
'00007400';29696;1;39;-0.0049379160627722740173339844
'00007400';29696;1;40;-0.0075083039700984954833984375
'00007400';29696;1;41;-0.0083755766972899436950683594
'00007400';29696;1;42;-0.0084253773093223571777343750
'00007400';29696;1;43;-0.0098390113562345504760742188
'00007400';29696;1;44;-0.0099044637754559516906738281
'00007400';29696;1;45;-0.0086666867136955261230468750
'00007400';29696;1;46;-0.0087884170934557914733886719
'00007400';29696;1;47;-0.0086219683289527893066406250
'00007400';29696;1;48;-0.0072289723902940750122070312
'00007400';29696;1;49;-0.0064220624044537544250488281
'00007400';29696;1;50;-0.0054323906078934669494628906
'00007400';29696;1;51;-0.0037545887753367424011230469
'00007400';29696;1;52;-0.0029336595907807350158691406
'00007400';29696;1;53;-0.0022834013216197490692138672
'00007400';29696;1;54;-0.0009374080109409987926483154
'00007400';29696;1;55;0.0001504142273915931582450867
'00007400';29696;1;56;0.0012026833137497305870056152
'00007400';29696;1;57;0.0023573113139718770980834961
'00007400';29696;1;58;0.0028949105180799961090087891
'00007400';29696;1;59;0.0035145368892699480056762695
'00007400';29696;1;60;0.0040804748423397541046142578
'00007400';29696;1;61;0.0034380399156361818313598633
'00007400';29696;1;62;0.0027422229759395122528076172
'00007400';29696;1;63;0.0026406301185488700866699219
'00007400';29696;1;64;0.0018527620704844594001770020
'00007400';29696;1;65;0.0010553032625466585159301758
'00007400';29696;1;66;0.0010150445159524679183959961
'00007400';29696;1;67;0.0004715119139291346073150635
'00007400';29696;1;68;-0.0003098150773439556360244751
'00007400';29696;1;69;-0.0005625868216156959533691406
'00007400';29696;1;70;-0.0011898616794496774673461914
'00007400';29696;1;71;-0.0018666369142010807991027832
'00007400';29696;1;72;-0.0020119668915867805480957031
'00007400';29696;1;73;-0.0026128941681236028671264648
'00007400';29696;1;74;-0.0031103545334190130233764648
'00007400';29696;1;75;-0.0027432304341346025466918945
'00007400';29696;1;76;-0.0029117506928741931915283203
'00007400';29696;1;77;-0.0032656106632202863693237305
'00007400';29696;1;78;-0.0024690290447324514389038086
'00007400';29696;1;79;-0.0018566364888101816177368164
'00007400';29696;1;80;-0.0017003740649670362472534180
'00007400';29696;1;81;-0.0005772699951194226741790771
'00007400';29696;1;82;0.0005152639932930469512939453
'00007400';29696;1;83;0.0009406248573213815689086914
'00007400';29696;1;84;0.0019315098179504275321960449
'00007400';29696;1;85;0.0027690068818628787994384766
'00007400';29696;1;86;0.0029939841479063034057617188
'00007400';29696;1;87;0.0040432796813547611236572266
'00007400';29696;1;88;0.0049539408646523952484130859
'00007400';29696;1;89;0.0044855982996523380279541016
'00007400';29696;1;90;0.0044001922942698001861572266
'00007400';29696;1;91;0.0048018335364758968353271484
'00007400';29696;1;92;0.0041045797988772392272949219
'00007400';29696;1;93;0.0033153994008898735046386719
'00007400';29696;1;94;0.0031031395774334669113159180
'00007400';29696;1;95;0.0022679115645587444305419922
'00007400';29696;1;96;0.0012299109948799014091491699
'00007400';29696;1;97;0.0006129447137936949729919434
'00007400';29696;1;98;-0.0003101484908256679773330688
'00007400';29696;1;99;-0.0011711798142641782760620117
'00007400';29696;1;100;-0.0016099733766168355941772461
'00007400';29696;1;101;-0.0024195415899157524108886719
'00007400';29696;1;102;-0.0032092302571982145309448242
'00007400';29696;1;103;-0.0035512775648385286331176758
'00007400';29696;1;104;-0.0043798079714179039001464844
'00007400';29696;1;105;-0.0054672737605869770050048828
'00007400';29696;1;106;-0.0060117412358522415161132812
'00007400';29696;1;107;-0.0065740928985178470611572266
'00007400';29696;1;108;-0.0071824416518211364746093750
'00007400';29696;1;109;-0.0072624539025127887725830078
'00007400';29696;1;110;-0.0072513120248913764953613281
'00007400';29696;1;111;-0.0072751869447529315948486328
'00007400';29696;1;112;-0.0070150219835340976715087891
'00007400';29696;1;113;-0.0068478835746645927429199219
'00007400';29696;1;114;-0.0066794585436582565307617188
'00007400';29696;1;115;-0.0061886003240942955017089844
'00007400';29696;1;116;-0.0059574837796390056610107422
'00007400';29696;1;117;-0.0059385392814874649047851562
'00007400';29696;1;118;-0.0055549391545355319976806641
'00007400';29696;1;119;-0.0052696578204631805419921875
'00007400';29696;1;120;-0.0052398047409951686859130859
'00007400';29696;1;121;-0.0049560526385903358459472656
'00007400';29696;1;122;-0.0047126654535531997680664062
'00007400';29696;1;123;-0.0046526845544576644897460938
'00007400';29696;1;124;-0.0044028949923813343048095703
'00007400';29696;1;125;-0.0042152139358222484588623047
'00007400';29696;1;126;-0.0040025124326348304748535156
'00007400';29696;1;127;-0.0034014394041150808334350586
'00007400';29696;1;128;-0.0030619618482887744903564453
'00007400';29696;1;129;-0.0029596013482660055160522461
'00007400';29696;1;130;-0.0021978002041578292846679688
'00007400';29696;1;131;-0.0013789988588541746139526367
'00007400';29696;1;132;-0.0010934688616544008255004883
'00007400';29696;1;133;-0.0004634031793102622032165527
'00007400';29696;1;134;0.0003565377555787563323974609
'00007400';29696;1;135;0.0006467624916695058345794678
'00007400';29696;1;136;0.0011464136186987161636352539
'00007400';29696;1;137;0.0020541504491120576858520508
'00007400';29696;1;138;0.0025413951370865106582641602
'00007400';29696;1;139;0.0028203104157000780105590820
'00007400';29696;1;140;0.0032306443899869918823242188
'00007400';29696;1;141;0.0034596067853271961212158203
'00007400';29696;1;142;0.0037017946597188711166381836
'00007400';29696;1;143;0.0039575630798935890197753906
'00007400';29696;1;144;0.0038378315512090921401977539
'00007400';29696;1;145;0.0037323730066418647766113281
'00007400';29696;1;146;0.0037591322325170040130615234
'00007400';29696;1;147;0.0034531191922724246978759766
'00007400';29696;1;148;0.0032208566553890705108642578
'00007400';29696;1;149;0.0032481136731803417205810547
'00007400';29696;1;150;0.0028459576424211263656616211
'00007400';29696;1;151;0.0022604067344218492507934570
'00007400';29696;1;152;0.0019305084133520722389221191
'00007400';29696;1;153;0.0012615469750016927719116211
'00007400';29696;1;154;0.0002776744659058749675750732
'00007400';29696;1;155;-0.0005124627496115863323211670
'00007400';29696;1;156;-0.0014080454129725694656372070
'00007400';29696;1;157;-0.0022962677758187055587768555
'00007400';29696;1;158;-0.0027476327959448099136352539
'00007400';29696;1;159;-0.0032911007292568683624267578
'00007400';29696;1;160;-0.0040257815271615982055664062
'00007400';29696;1;161;-0.0043455609120428562164306641
'00007400';29696;1;162;-0.0045893243514001369476318359
'00007400';29696;1;163;-0.0050491546280682086944580078
'00007400';29696;1;164;-0.0051608574576675891876220703
'00007400';29696;1;165;-0.0050592338666319847106933594
'00007400';29696;1;166;-0.0051599554717540740966796875
'00007400';29696;1;167;-0.0050811371766030788421630859
'00007400';29696;1;168;-0.0047551305033266544342041016
'00007400';29696;1;169;-0.0044824616052210330963134766
'00007400';29696;1;170;-0.0040653846226632595062255859
'00007400';29696;1;171;-0.0034885203931480646133422852
'00007400';29696;1;172;-0.0029888348653912544250488281
'00007400';29696;1;173;-0.0024396006483584642410278320
'00007400';29696;1;174;-0.0018696926999837160110473633
'00007400';29696;1;175;-0.0014249506639316678047180176
'00007400';29696;1;176;-0.0009404616430401802062988281
'00007400';29696;1;177;-0.0005206733476370573043823242
'00007400';29696;1;178;-0.0003367845201864838600158691
'00007400';29696;1;179;-0.0001369738747598603367805481
'00007400';29696;1;180;0.0000126993536468944512307644
'00007400';29696;1;181;-0.0000997749884845688939094543
'00007400';29696;1;182;-0.0001760661398293450474739075
'00007400';29696;1;183;-0.0002369286812609061598777771
'00007400';29696;1;184;-0.0005809310823678970336914062
'00007400';29696;1;185;-0.0008672277908772230148315430
'00007400';29696;1;186;-0.0009211261640302836894989014
'00007400';29696;1;187;-0.0010937121696770191192626953
'00007400';29696;1;188;-0.0012761303223669528961181641
'00007400';29696;1;189;-0.0013356840936467051506042480
'00007400';29696;1;190;-0.0015512239187955856323242188
'00007400';29696;1;191;-0.0017474957276135683059692383
'00007400';29696;1;192;-0.0017037844518199563026428223
'00007800';30720;1;1;-0.0017622672021389007568359375
'00007800';30720;1;2;-0.0019120229408144950866699219
'00007800';30720;1;3;-0.0018994545098394155502319336
'00007800';30720;1;4;-0.0019689495675265789031982422
'00007800';30720;1;5;-0.0021226932294666767120361328
'00007800';30720;1;6;-0.0020403543021529912948608398
'00007800';30720;1;7;-0.0019128402927890419960021973
'00007800';30720;1;8;-0.0019136564806103706359863281
'00007800';30720;1;9;-0.0018074276158586144447326660
'00007800';30720;1;10;-0.0016391838435083627700805664
'00007800';30720;1;11;-0.0015721304807811975479125977
'00007800';30720;1;12;-0.0014894178602844476699829102
'00007800';30720;1;13;-0.0013934154994785785675048828
'00007800';30720;1;14;-0.0013728943886235356330871582
'00007800';30720;1;15;-0.0013492578873410820960998535
'00007800';30720;1;16;-0.0013310486683622002601623535
'00007800';30720;1;17;-0.0013856780715286731719970703
'00007800';30720;1;18;-0.0014471336035057902336120605
'00007800';30720;1;19;-0.0014758673496544361114501953
'00007800';30720;1;20;-0.0015049912035465240478515625
'00007800';30720;1;21;-0.0015692817978560924530029297
'00007800';30720;1;22;-0.0016633637715131044387817383
'00007800';30720;1;23;-0.0016819462180137634277343750
'00007800';30720;1;24;-0.0016361115267500281333923340
'00007800';30720;1;25;-0.0016721945721656084060668945
'00007800';30720;1;26;-0.0016711332136765122413635254
'00007800';30720;1;27;-0.0014732282143086194992065430
'00007800';30720;1;28;-0.0012857272522523999214172363
'00007800';30720;1;29;-0.0012011886574327945709228516
'00007800';30720;1;30;-0.0010118632344529032707214355
'00007800';30720;1;31;-0.0007652532658539712429046631
'00007800';30720;1;32;-0.0006460756994783878326416016
'00007800';30720;1;33;-0.0005654061096720397472381592
'00007800';30720;1;34;-0.0004429053806234151124954224
'00007800';30720;1;35;-0.0003532707050908356904983521
'00007800';30720;1;36;-0.0002816632040776312351226807
'00007800';30720;1;37;-0.0001895998575491830706596375
'00007800';30720;1;38;-0.0001199860707856714725494385
'00007800';30720;1;39;-0.0000752190171624533832073212
'00007800';30720;1;40;-0.0000286683571175672113895416
'00007800';30720;1;41;0.0000044430553316487930715084
'00007800';30720;1;42;0.0000104979744719457812607288
'00007800';30720;1;43;-0.0000012952632459928281605244
'00007800';30720;1;44;-0.0000179192484210943803191185
'00007800';30720;1;45;-0.0000416922703152522444725037
'00007800';30720;1;46;-0.0000802181966719217598438263
'00007800';30720;1;47;-0.0001095099723897874355316162
'00007800';30720;1;48;-0.0001182155465357936918735504
'00007800';30720;1;49;-0.0001369707315461710095405579
'00007800';30720;1;50;-0.0001577769580762833356857300
'00007800';30720;1;51;-0.0001507300767116248607635498
'00007800';30720;1;52;-0.0001395344734191894531250000
'00007800';30720;1;53;-0.0001379262539558112621307373
'00007800';30720;1;54;-0.0001218265169882215559482574
'00007800';30720;1;55;-0.0000987503226497210562229156
'00007800';30720;1;56;-0.0000835993778309784829616547
'00007800';30720;1;57;-0.0000638566561974585056304932
'00007800';30720;1;58;-0.0000420024516643024981021881
'00007800';30720;1;59;-0.0000294779620162444189190865
'00007800';30720;1;60;-0.0000199837031686911359429359
'00007800';30720;1;61;-0.0000106215202322346158325672
'00007800';30720;1;62;-0.0000051720703595492523163557
'00007800';30720;1;63;-0.0000020975371626263950020075
'00007800';30720;1;64;-0.0000003593513895339128794149
'00007800';30720;1;65;-0.0000000000180309205066730982
'00007800';30720;1;66;-0.0000000042099617125757049507
'00007800';30720;1;67;-0.0000000327701314972728141584
'00007800';30720;1;68;0.0000000117795506682227824058
'00007800';30720;1;69;0.0000002244455572508741170168
'00007800';30720;1;70;0.0000002508807313006400363520
'00007800';30720;1;71;0.0000005770683628725237213075
'00007800';30720;1;72;0.0000012421111250660032965243
'00007800';30720;1;73;0.0000023599980067956494167447
'00007800';30720;1;74;0.0000033695580441417405381799
'00007800';30720;1;75;0.0000015270566109393257647753
'00007800';30720;1;76;0.0000028228964765730779618025
'00007800';30720;1;77;-0.0000010662233762559480965137
'00007800';30720;1;78;-0.0000000319235482493240851909
'00007800';30720;1;79;0.0000039935230233822949230671
'00007800';30720;1;80;-0.0000002670157641659898217767
'00007800';30720;1;81;0.0000076914802775718271732330
'00007800';30720;1;82;-0.0001240925193997099995613098
'00007800';30720;1;83;-0.0003370960184838622808456421
'00007800';30720;1;84;-0.0005993417580612003803253174
'00007800';30720;1;85;-0.0010530134895816445350646973
'00007800';30720;1;86;-0.0019446505466476082801818848
'00007800';30720;1;87;-0.0032070130109786987304687500
