block_address;float_no;value_little
0007E800;1;0.0000000000147464557925802708
0007E800;2;0.0000000027944637714938380668
0007E800;3;0.0000000203841654666803151486
0007E800;4;0.0000000092493595005294082512
0007E800;5;-0.0000001014179318303831678350
0007E800;6;-0.0000003059097366531204897910
0007E800;7;-0.0000005879955438103934284300
0007E800;8;-0.0000011013794392056297510862
0007E800;9;-0.0000025650597308413125574589
0007E800;10;-0.0000031427289286511950194836
0007E800;11;-0.0000037353904644987778738141
0007E800;12;-0.0000030743358365725725889206
0007E800;13;-0.0000022345998331729788333178
0007E800;14;-0.0000035466216559143504127860
0007E800;15;0.0000005012374231228022836149
0007E800;16;-0.0000054890815590624697506428
0007E800;17;0.0000079572319009457714855671
0007E800;18;0.0000668464126647450029850006
0007E800;19;0.0002656937576830387115478516
0007E800;20;0.0006167034734971821308135986
0007E800;21;0.0010777241550385951995849609
0007E800;22;0.0020055216737091541290283203
0007E800;23;0.0032806810922920703887939453
0007E800;24;0.0041755959391593933105468750
0007E800;25;0.0040052197873592376708984375
0007E800;26;0.0032426649704575538635253906
0007E800;27;0.0027989866212010383605957031
0007E800;28;0.0023140206467360258102416992
0007E800;29;0.0019673968199640512466430664
0007E800;30;0.0016233996720984578132629395
0007E800;31;0.0011266048531979322433471680
0007E800;32;0.0006437064730562269687652588
0007E800;33;-0.0000226265619858168065547943
0007E800;34;0.0001475651370128616690635681
0007E800;35;0.0005664238706231117248535156
0007E800;36;0.0003551620757207274436950684
0007E800;37;-0.0002760658389888703823089600
0007E800;38;-0.0017582949949428439140319824
0007E800;39;-0.0033575047273188829421997070
0007E800;40;-0.0048060799017548561096191406
0007E800;41;-0.0056921173818409442901611328
0007E800;42;-0.0050206589512526988983154297
0007E800;43;-0.0041048997081816196441650391
0007E800;44;-0.0034136814065277576446533203
0007E800;45;-0.0022804017644375562667846680
0007E800;46;-0.0012123461347073316574096680
0007E800;47;-0.0002814395993482321500778198
0007E800;48;0.0007883381913416087627410889
0007E800;49;0.0018500855658203363418579102
0007E800;50;0.0024678164627403020858764648
0007E800;51;0.0026718955487012863159179688
0007E800;52;0.0024712509475648403167724609
0007E800;53;0.0019384837942197918891906738
0007E800;54;0.0015640702331438660621643066
0007E800;55;0.0013159561203792691230773926
0007E800;56;0.0015394000802189111709594727
0007E800;57;0.0018480678554624319076538086
0007E800;58;0.0019130487926304340362548828
0007E800;59;0.0019439000170677900314331055
0007E800;60;0.0012441221624612808227539062
0007E800;61;0.0003900926676578819751739502
0007E800;62;0.0000220495239773299545049667
0007E800;63;-0.0003838545235339552164077759
0007E800;64;-0.0008566962205804884433746338
0007E800;65;-0.0012510683154687285423278809
0007E800;66;-0.0017631272785365581512451172
0007E800;67;-0.0025793630629777908325195312
0007E800;68;-0.0035183974541723728179931641
0007E800;69;-0.0042381794191896915435791016
0007E800;70;-0.0048907105810940265655517578
0007E800;71;-0.0051523284055292606353759766
0007E800;72;-0.0049451929517090320587158203
0007E800;73;-0.0047571766190230846405029297
0007E800;74;-0.0045395288616418838500976562
0007E800;75;-0.0045489887706935405731201172
0007E800;76;-0.0045097535476088523864746094
0007E800;77;-0.0045145787298679351806640625
0007E800;78;-0.0043760035187005996704101562
0007E800;79;-0.0036635720171034336090087891
0007E800;80;-0.0029934861231595277786254883
0007E800;81;-0.0021076267585158348083496094
0007E800;82;-0.0009426102624274790287017822
0007E800;83;0.0000484598240291234105825424
0007E800;84;0.0007196987280622124671936035
0007E800;85;0.0011732167331501841545104980
0007E800;86;0.0015163896605372428894042969
0007E800;87;0.0019429263193160295486450195
0007E800;88;0.0024257560726255178451538086
0007E800;89;0.0027896009851247072219848633
0007E800;90;0.0032669168431311845779418945
0007E800;91;0.0033580909948796033859252930
0007E800;92;0.0030286796391010284423828125
0007E800;93;0.0028082437347620725631713867
0007E800;94;0.0025186357088387012481689453
0007E800;95;0.0023224593605846166610717773
0007E800;96;0.0024647566024214029312133789
0007E800;97;0.0027228195685893297195434570
0007E800;98;0.0028298078104853630065917969
0007E800;99;0.0026556700468063354492187500
0007E800;100;0.0022555938921868801116943359
0007E800;101;0.0020105971489101648330688477
0007E800;102;0.0019978471100330352783203125
0007E800;103;0.0021527984645217657089233398
0007E800;104;0.0024982693139463663101196289
0007E800;105;0.0026556416414678096771240234
0007E800;106;0.0027480490971356630325317383
0007E800;107;0.0027906356845051050186157227
0007E800;108;0.0026036226190626621246337891
0007E800;109;0.0024888573680073022842407227
0007E800;110;0.0023220453877002000808715820
0007E800;111;0.0019981837831437587738037109
0007E800;112;0.0015747798606753349304199219
0007E800;113;0.0010888460092246532440185547
0007E800;114;0.0005443298723548650741577148
0007E800;115;-0.0001442402863176539540290833
0007E800;116;-0.0007616317016072571277618408
0007E800;117;-0.0012820413103327155113220215
0007E800;118;-0.0018111150711774826049804688
0007E800;119;-0.0023612864315509796142578125
0007E800;120;-0.0028910508845001459121704102
0007E800;121;-0.0032329189125448465347290039
0007E800;122;-0.0034488309174776077270507812
0007E800;123;-0.0037343783769756555557250977
0007E800;124;-0.0038986697327345609664916992
0007E800;125;-0.0039838361553847789764404297
0007E800;126;-0.0041249683126807212829589844
0007E800;127;-0.0040464717894792556762695312
0007E800;128;-0.0037542313802987337112426758
0007E800;129;-0.0033074307721108198165893555
0007E800;130;-0.0027916359249502420425415039
0007E800;131;-0.0022835840936750173568725586
0007E800;132;-0.0018794328207150101661682129
0007E800;133;-0.0016296221874654293060302734
0007E800;134;-0.0014367972034960985183715820
0007E800;135;-0.0012725375127047300338745117
0007E800;136;-0.0011062866542488336563110352
0007E800;137;-0.0009270679438486695289611816
0007E800;138;-0.0007053851732052862644195557
0007E800;139;-0.0005672192201018333435058594
0007E800;140;-0.0004973115283064544200897217
0007E800;141;-0.0003979706089012324810028076
0007E800;142;-0.0002161125739803537726402283
0007E800;143;-0.0000580239975533913820981979
0007E800;144;-0.0000000796179335793567588553
0007E800;145;0.0000792641221778467297554016
0007E800;146;0.0001291750813834369182586670
0007E800;147;0.0001199583712150342762470245
0007E800;148;0.0000915179043659009039402008
0007E800;149;0.0001833537535276263952255249
0007E800;150;0.0001681031717453151941299438
0007E800;151;0.0000361875354428775608539581
