block_address;float_no;value_little
00030000;1;-0.0000000000036004756034241359
00030000;2;-0.0000000009883301954616285911
00030000;3;-0.0000000032270435212922166102
00030000;4;-0.0000000062277294432533381041
00030000;5;-0.0000000351304088042070361553
00030000;6;0.0000002931841436293325386941
00030000;7;0.0000001544956660382013069466
00030000;8;-0.0000001394805195786830154248
00030000;9;0.0000023073578176990849897265
00030000;10;-0.0000020837862848566146567464
00030000;11;0.0000018231301055493531748652
00030000;12;0.0000016156243418663507327437
00030000;13;-0.0000094879951575421728193760
00030000;14;0.0000134736201289342716336250
00030000;15;-0.0000209312511287862434983253
00030000;16;0.0000135666978167137131094933
00030000;17;-0.0000067481410042091738432646
00030000;18;-0.0000312021184072364121675491
00030000;19;-0.0000210768102988367900252342
00030000;20;-0.0004010182747151702642440796
00030000;21;-0.0001174419885501265525817871
00030000;22;-0.0006158964824862778186798096
00030000;23;-0.0009690816514194011688232422
00030000;24;0.0003635373723227530717849731
00030000;25;-0.0004281682777218520641326904
00030000;26;0.0009205696987919509410858154
00030000;27;0.0024286033585667610168457031
00030000;28;0.0010916292667388916015625000
00030000;29;0.0031212386675179004669189453
00030000;30;0.0020532957278192043304443359
00030000;31;-0.0003449244541116058826446533
00030000;32;0.0003697771753650158643722534
00030000;33;-0.0017037334619089961051940918
00030000;34;-0.0021172775886952877044677734
00030000;35;-0.0010401579784229397773742676
00030000;36;-0.0016046055825427174568176270
00030000;37;-0.0001825639337766915559768677
00030000;38;0.0013148963917046785354614258
00030000;39;0.0018769672606140375137329102
00030000;40;0.0029778212774544954299926758
00030000;41;0.0038162095006555318832397461
00030000;42;0.0039226310327649116516113281
00030000;43;0.0031938229221850633621215820
00030000;44;0.0031424888875335454940795898
00030000;45;0.0024074458051472902297973633
00030000;46;0.0010781539604067802429199219
00030000;47;0.0014017814537510275840759277
00030000;48;0.0002469178289175033569335938
00030000;49;0.0001094964027288369834423065
00030000;50;0.0008861945243552327156066895
00030000;51;-0.0007780812447890639305114746
00030000;52;-0.0001691095676505938172340393
00030000;53;0.0000997288952930830419063568
00030000;54;-0.0010672296630218625068664551
00030000;55;-0.0001439820189261808991432190
00030000;56;-0.0007783891051076352596282959
00030000;57;-0.0013945066602900624275207520
00030000;58;-0.0006464027101173996925354004
00030000;59;-0.0018467233749106526374816895
00030000;60;-0.0019838528241962194442749023
00030000;61;-0.0014306098455563187599182129
00030000;62;-0.0024920762516558170318603516
00030000;63;-0.0023210896179080009460449219
00030000;64;-0.0025377778802067041397094727
00030000;65;-0.0031197525095194578170776367
00030000;66;-0.0027181506156921386718750000
00030000;67;-0.0028434228152036666870117188
