block_address;float_no;value_little
000A8C00;1;-0.0011250999523326754570007324
000A8C00;2;-0.0012676793849095702171325684
000A8C00;3;-0.0012790730688720941543579102
000A8C00;4;-0.0015088771469891071319580078
000A8C00;5;-0.0016424980713054537773132324
000A8C00;6;-0.0018125202041119337081909180
000A8C00;7;-0.0019769701175391674041748047
000A8C00;8;-0.0018837279640138149261474609
000A8C00;9;-0.0019687439780682325363159180
000A8C00;10;-0.0017799454508349299430847168
000A8C00;11;-0.0018346278229728341102600098
000A8C00;12;-0.0015825413865968585014343262
000A8C00;13;-0.0016588192665949463844299316
000A8C00;14;-0.0011549009941518306732177734
000A8C00;15;-0.0009638154879212379455566406
000A8C00;16;-0.0006080077146179974079132080
000A8C00;17;-0.0004982962273061275482177734
000A8C00;18;-0.0001291951484745368361473083
000A8C00;19;0.0000355208758264780044555664
000A8C00;20;0.0002680516918189823627471924
000A8C00;21;0.0005139369750395417213439941
000A8C00;22;0.0006622514920309185981750488
000A8C00;23;0.0008296443847939372062683105
000A8C00;24;0.0008615351980552077293395996
000A8C00;25;0.0013073675800114870071411133
000A8C00;26;0.0013762597227469086647033691
000A8C00;27;0.0016240968834608793258666992
000A8C00;28;0.0016450805123895406723022461
000A8C00;29;0.0018206943059340119361877441
000A8C00;30;0.0017298224847763776779174805
000A8C00;31;0.0018719122745096683502197266
000A8C00;32;0.0016865639481693506240844727
000A8C00;33;0.0016501788049936294555664062
000A8C00;34;0.0015695716720074415206909180
000A8C00;35;0.0015982408076524734497070312
000A8C00;36;0.0015550656244158744812011719
000A8C00;37;0.0015410025371238589286804199
000A8C00;38;0.0016240479890257120132446289
000A8C00;39;0.0015709032304584980010986328
000A8C00;40;0.0017864938126876950263977051
000A8C00;41;0.0018180089537054300308227539
000A8C00;42;0.0019679013639688491821289062
000A8C00;43;0.0019177864305675029754638672
000A8C00;44;0.0020446015987545251846313477
000A8C00;45;0.0019147092243656516075134277
000A8C00;46;0.0019392746035009622573852539
000A8C00;47;0.0018478701822459697723388672
000A8C00;48;0.0018995226128026843070983887
000A8C00;49;0.0018586504738777875900268555
000A8C00;50;0.0019136237679049372673034668
000A8C00;51;0.0019572805613279342651367188
000A8C00;52;0.0019381451420485973358154297
000A8C00;53;0.0019667213782668113708496094
000A8C00;54;0.0018703691894188523292541504
000A8C00;55;0.0018392291385680437088012695
000A8C00;56;0.0017192728118970990180969238
000A8C00;57;0.0017183216987177729606628418
000A8C00;58;0.0015778865199536085128784180
000A8C00;59;0.0016229234170168638229370117
000A8C00;60;0.0015453307423740625381469727
000A8C00;61;0.0015563259366899728775024414
000A8C00;62;0.0014452167088165879249572754
000A8C00;63;0.0014507850864902138710021973
000A8C00;64;0.0013799204025417566299438477
000A8C00;65;0.0014065332943573594093322754
000A8C00;66;0.0014203859027475118637084961
000A8C00;67;0.0014339415356516838073730469
000A8C00;68;0.0014340762281790375709533691
000A8C00;69;0.0013893707655370235443115234
000A8C00;70;0.0013783277245238423347473145
000A8C00;71;0.0012878720881417393684387207
000A8C00;72;0.0013570468872785568237304688
000A8C00;73;0.0013157975627109408378601074
000A8C00;74;0.0013854864519089460372924805
000A8C00;75;0.0013282221043482422828674316
000A8C00;76;0.0014050115132704377174377441
000A8C00;77;0.0014029559679329395294189453
000A8C00;78;0.0015139010502025485038757324
000A8C00;79;0.0015099443262442946434020996
000A8C00;80;0.0015235468745231628417968750
000A8C00;81;0.0015032612718641757965087891
000A8C00;82;0.0015098400181159377098083496
000A8C00;83;0.0015414574882015585899353027
000A8C00;84;0.0015071574598550796508789062
000A8C00;85;0.0014866384444758296012878418
000A8C00;86;0.0013884463114663958549499512
000A8C00;87;0.0013587756548076868057250977
000A8C00;88;0.0012994025601074099540710449
000A8C00;89;0.0013110566651448607444763184
000A8C00;90;0.0012598165776580572128295898
000A8C00;91;0.0012895908439531922340393066
000A8C00;92;0.0012697260826826095581054688
000A8C00;93;0.0012627148535102605819702148
000A8C00;94;0.0012085927883163094520568848
000A8C00;95;0.0011672581313177943229675293
000A8C00;96;0.0011140896240249276161193848
000A8C00;97;0.0010604197159409523010253906
000A8C00;98;0.0009879382560029625892639160
000A8C00;99;0.0008952807402238249778747559
000A8C00;100;0.0008180055883713066577911377
000A8C00;101;0.0007452893187291920185089111
000A8C00;102;0.0007112637977115809917449951
000A8C00;103;0.0006687252898700535297393799
000A8C00;104;0.0006342998240143060684204102
000A8C00;105;0.0005654667038470506668090820
000A8C00;106;0.0005294025177136063575744629
