block_address;float_no;value_little
000AE400;1;0.0000000000109624904640059917
000AE400;2;0.0000000023757080747088821226
000AE400;3;0.0000000165650320127497252543
000AE400;4;-0.0000000181423658318635716569
000AE400;5;-0.0000001636817614780738949776
000AE400;6;-0.0000001551295127910634619184
000AE400;7;0.0000000462076883422923856415
000AE400;8;0.0000003544286357737291837111
000AE400;9;0.0000003682213502997910836712
000AE400;10;0.0000009623773848943528719246
000AE400;11;0.0000010971501751555479131639
000AE400;12;0.0000008122019607981201261282
000AE400;13;0.0000030338151191244833171368
000AE400;14;0.0000009515536589788098353893
000AE400;15;0.0000061427031141647603362799
000AE400;16;0.0000015578377769998041912913
000AE400;17;0.0000109969523691688664257526
000AE400;18;0.0000700321688782423734664917
000AE400;19;0.0001621691772015765309333801
000AE400;20;0.0001206245724461041390895844
000AE400;21;-0.0002296174352522939443588257
000AE400;22;-0.0005121534923091530799865723
000AE400;23;-0.0007654570508748292922973633
000AE400;24;-0.0011616377159953117370605469
000AE400;25;-0.0014722122577950358390808105
000AE400;26;-0.0018666525138542056083679199
000AE400;27;-0.0027348645962774753570556641
000AE400;28;-0.0038560573011636734008789062
000AE400;29;-0.0047784908674657344818115234
000AE400;30;-0.0057316883467137813568115234
000AE400;31;-0.0067891003564000129699707031
000AE400;32;-0.0080930581316351890563964844
000AE400;33;-0.0081095453351736068725585938
000AE400;34;-0.0072363782674074172973632812
000AE400;35;-0.0073313405737280845642089844
000AE400;36;-0.0077740550041198730468750000
000AE400;37;-0.0086314473301172256469726562
000AE400;38;-0.0088067455217242240905761719
000AE400;39;-0.0082588624209165573120117188
000AE400;40;-0.0083057936280965805053710938
000AE400;41;-0.0080608520656824111938476562
000AE400;42;-0.0068616522476077079772949219
000AE400;43;-0.0068712905049324035644531250
000AE400;44;-0.0078847166150808334350585938
000AE400;45;-0.0078497789800167083740234375
000AE400;46;-0.0077061778865754604339599609
000AE400;47;-0.0080944281071424484252929688
000AE400;48;-0.0082216477021574974060058594
000AE400;49;-0.0076393238268792629241943359
000AE400;50;-0.0071622161194682121276855469
000AE400;51;-0.0066139455884695053100585938
000AE400;52;-0.0052836844697594642639160156
000AE400;53;-0.0042560216970741748809814453
000AE400;54;-0.0044767078943550586700439453
000AE400;55;-0.0049727424047887325286865234
000AE400;56;-0.0048466562293469905853271484
000AE400;57;-0.0042977272532880306243896484
000AE400;58;-0.0036139243748039007186889648
