block_address;float_no;value_little
000D5C00;1;-0.0022038852330297231674194336
000D5C00;2;-0.0021143399644643068313598633
000D5C00;3;-0.0019128286512568593025207520
000D5C00;4;-0.0015042624436318874359130859
000D5C00;5;-0.0012394733494147658348083496
000D5C00;6;-0.0016387596260756254196166992
000D5C00;7;-0.0020352255087345838546752930
000D5C00;8;-0.0022051590494811534881591797
000D5C00;9;-0.0018912142841145396232604980
000D5C00;10;-0.0017294682329520583152770996
000D5C00;11;-0.0015297851059585809707641602
000D5C00;12;-0.0008220609161071479320526123
000D5C00;13;-0.0008352058357559144496917725
000D5C00;14;-0.0009583237115293741226196289
000D5C00;15;-0.0012656929902732372283935547
000D5C00;16;-0.0019929942209273576736450195
000D5C00;17;-0.0019206159049645066261291504
000D5C00;18;-0.0013621577527374029159545898
000D5C00;19;-0.0009860538411885499954223633
000D5C00;20;-0.0003915874694939702749252319
000D5C00;21;0.0001340232265647500753402710
000D5C00;22;0.0001761178718879818916320801
000D5C00;23;0.0025846688076853752136230469
000D5C00;24;0.0043343529105186462402343750
000D5C00;25;0.0031810605432838201522827148
000D5C00;26;0.0037420587614178657531738281
000D5C00;27;0.0039775585755705833435058594
000D5C00;28;0.0024912012740969657897949219
000D5C00;29;0.0014484266284853219985961914
000D5C00;30;0.0008209475781768560409545898
000D5C00;31;0.0003651995793916285037994385
000D5C00;32;-0.0003047610516659915447235107
000D5C00;33;-0.0009209490381181240081787109
000D5C00;34;-0.0010654772631824016571044922
000D5C00;35;-0.0012092363322153687477111816
000D5C00;36;-0.0011950149200856685638427734
000D5C00;37;-0.0009726894786581397056579590
000D5C00;38;-0.0009996631415560841560363770
000D5C00;39;-0.0010265805758535861968994141
000D5C00;40;-0.0008096850942820310592651367
000D5C00;41;-0.0004938475904054939746856689
000D5C00;42;-0.0003098406887147575616836548
000D5C00;43;-0.0002943276485893875360488892
000D5C00;44;-0.0002503154100850224494934082
000D5C00;45;-0.0001377623993903398513793945
000D5C00;46;-0.0000398903866880573332309723
000D5C00;47;0.0001248177723027765750885010
000D5C00;48;0.0003493969852570444345474243
000D5C00;49;0.0005164155154488980770111084
000D5C00;50;0.0006552854320034384727478027
000D5C00;51;0.0006864324677735567092895508
000D5C00;52;0.0005734962760470807552337646
000D5C00;53;0.0004517138877417892217636108
000D5C00;54;0.0003251463058404624462127686
000D5C00;55;0.0001728937349980697035789490
000D5C00;56;0.0000380718738597352057695389
000D5C00;57;-0.0000238768079725559800863266
000D5C00;58;0.0000185767366929212585091591
000D5C00;59;0.0000836649560369551181793213
000D5C00;60;0.0000753110434743575751781464
000D5C00;61;-0.0000004050181701131805311888
000D5C00;62;-0.0001053836458595469594001770
000D5C00;63;-0.0002362494706176221370697021
000D5C00;64;-0.0003541755431797355413436890
000D5C00;65;-0.0004248362092766910791397095
000D5C00;66;-0.0004680986749008297920227051
000D5C00;67;-0.0004623927816282957792282104
000D5C00;68;-0.0004378051671665161848068237
000D5C00;69;-0.0004370783863123506307601929
000D5C00;70;-0.0004390713002067059278488159
000D5C00;71;-0.0004749165091197937726974487
000D5C00;72;-0.0005094386287964880466461182
000D5C00;73;-0.0004857755848206579685211182
000D5C00;74;-0.0004320820735301822423934937
000D5C00;75;-0.0003311446926090866327285767
000D5C00;76;-0.0001686122704995796084403992
000D5C00;77;0.0000094417655418510548770428
000D5C00;78;0.0001578560622874647378921509
000D5C00;79;0.0002708841639105230569839478
000D5C00;80;0.0003523956984281539916992188
000D5C00;81;0.0003854673122987151145935059
000D5C00;82;0.0003902357129845768213272095
000D5C00;83;0.0003912197425961494445800781
000D5C00;84;0.0003793789073824882507324219
000D5C00;85;0.0003625428653322160243988037
000D5C00;86;0.0003476050915196537971496582
000D5C00;87;0.0003211240109521895647048950
000D5C00;88;0.0002744840166997164487838745
000D5C00;89;0.0002263221540488302707672119
000D5C00;90;0.0001922171213664114475250244
000D5C00;91;0.0001668725017225369811058044
000D5C00;92;0.0001588502927916124463081360
000D5C00;93;0.0001647075259825214743614197
000D5C00;94;0.0001718736020848155021667480
000D5C00;95;0.0001729677605908364057540894
000D5C00;96;0.0001509134744992479681968689
000D5C00;97;0.0001156163416453637182712555
000D5C00;98;0.0000785356969572603702545166
000D5C00;99;0.0000301600575767224654555321
000D5C00;100;-0.0000164627763297175988554955
000D5C00;101;-0.0000503097362525295466184616
000D5C00;102;-0.0000765633230912499129772186
000D5C00;103;-0.0000935952484724111855030060
000D5C00;104;-0.0001089849538402631878852844
000D5C00;105;-0.0001290853397222235798835754
000D5C00;106;-0.0001490898866904899477958679
000D5C00;107;-0.0001737920538289472460746765
000D5C00;108;-0.0002073686628136783838272095
000D5C00;109;-0.0002411534806014969944953918
000D5C00;110;-0.0002669787500053644180297852
000D5C00;111;-0.0002870899334084242582321167
000D5C00;112;-0.0002992280060425400733947754
000D5C00;113;-0.0003009654465131461620330811
000D5C00;114;-0.0002977842523250728845596313
000D5C00;115;-0.0002797793131321668624877930
000D5C00;116;-0.0002435659407638013362884521
000D5C00;117;-0.0002024036657530814409255981
000D5C00;118;-0.0001533695467514917254447937
000D5C00;119;-0.0000927692308323457837104797
000D5C00;120;-0.0000293805478577269241213799
000D5C00;121;0.0000294923756882781162858009
000D5C00;122;0.0000831474753795191645622253
000D5C00;123;0.0001313093234784901142120361
000D5C00;124;0.0001686191681073978543281555
000D5C00;125;0.0001949178404174745082855225
000D5C00;126;0.0002080286940326914191246033
000D5C00;127;0.0002059117978205904364585876
000D5C00;128;0.0001983980037039145827293396
000D5C00;129;0.0001871052081696689128875732
000D5C00;130;0.0001706640905467793345451355
000D5C00;131;0.0001533458853373304009437561
000D5C00;132;0.0001375199208268895745277405
000D5C00;133;0.0001252431393368169665336609
000D5C00;134;0.0001119351582019589841365814
000D5C00;135;0.0000940053068916313350200653
000D5C00;136;0.0000740491013857536017894745
000D5C00;137;0.0000564210749871563166379929
000D5C00;138;0.0000414035384892486035823822
000D5C00;139;0.0000256580260611372068524361
000D5C00;140;0.0000141928067023400217294693
000D5C00;141;0.0000063030438468558713793755
000D5C00;142;-0.0000042590859266056213527918
000D5C00;143;-0.0000176764078787527978420258
000D5C00;144;-0.0000367766224371735006570816
000D5C00;145;-0.0000631147922831587493419647
000D5C00;146;-0.0000797281973063945770263672
000D5C00;147;-0.0000954916904447600245475769
000D5C00;148;-0.0001034784872899763286113739
000D5C00;149;-0.0001034953747875988483428955
000D5C00;150;-0.0001118880827561952173709869
000D5C00;151;-0.0000492441213282290846109390
000D5C00;152;0.0000081152747952728532254696
000D5C00;153;-0.0000028992999432375654578209
000D5C00;154;0.0000008033099447857239283621
000D5C00;155;0.0000004213025590615870896727
000D5C00;156;-0.0000009220337346960150171071
000D5C00;157;0.0000010399350003353902138770
000D5C00;158;-0.0000007940335535749909467995
000D5C00;159;0.0000006170761821522319223732
000D5C00;160;-0.0000001914813196890463586897
000D5C00;161;0.0000001487184704274113755673
000D5C00;162;0.0000001440900234683795133606
000D5C00;163;0.0000000017386678763386953506
000D5C00;164;0.0000001422220918811945011839
000D5C00;165;-0.0000000047610737574643735570
000D5C00;166;-0.0000000138539419936023477931
000D5C00;167;-0.0000000002574760959994648601
000D5C00;168;-0.0000000000381125547788130348
000D5C00;169;0.0000000000219123833661294398
