block_address;float_no;value_little
000D8000;1;-0.0023198863491415977478027344
000D8000;2;-0.0009034961112774908542633057
000D8000;3;0.0003474710101727396249771118
000D8000;4;0.0009768565651029348373413086
000D8000;5;0.0009255910408683121204376221
000D8000;6;0.0005113476654514670372009277
000D8000;7;0.0002128088090103119611740112
000D8000;8;0.0003790362679865211248397827
000D8000;9;0.0010210839100182056427001953
000D8000;10;0.0017938552191480994224548340
000D8000;11;0.0021774908527731895446777344
000D8000;12;0.0017648133216425776481628418
000D8000;13;0.0005030389875173568725585938
000D8000;14;-0.0012365855509415268898010254
000D8000;15;-0.0028025372885167598724365234
000D8000;16;-0.0035541304387152194976806641
000D8000;17;-0.0031587057746946811676025391
000D8000;18;-0.0017510895850136876106262207
000D8000;19;0.0001230640773428604006767273
000D8000;20;0.0017524894792586565017700195
000D8000;21;0.0025754396338015794754028320
000D8000;22;0.0024152684491127729415893555
000D8000;23;0.0015275654150173068046569824
000D8000;24;0.0004437436291482299566268921
000D8000;25;-0.0003048320941161364316940308
000D8000;26;-0.0004440851043909788131713867
000D8000;27;-0.0000707112849340774118900299
000D8000;28;0.0004282254667486995458602905
000D8000;29;0.0006008581840433180332183838
000D8000;30;0.0001906731195049360394477844
000D8000;31;-0.0007355171837843954563140869
000D8000;32;-0.0017968271858990192413330078
000D8000;33;-0.0024040059652179479598999023
000D8000;34;-0.0023493871558457612991333008
000D8000;35;-0.0013258497929200530052185059
000D8000;36;0.0001833668211475014686584473
000D8000;37;0.0014476376818493008613586426
000D8000;38;0.0030096631962805986404418945
000D8000;39;0.0013830063398927450180053711
000D8000;40;-0.0015141800977289676666259766
000D8000;41;-0.0002855419588740915060043335
000D8000;42;0.0010166967986151576042175293
000D8000;43;0.0010708513436838984489440918
000D8000;44;0.0010551074519753456115722656
000D8000;45;0.0004241442366037517786026001
000D8000;46;-0.0001896960457088425755500793
000D8000;47;-0.0006318952073343098163604736
000D8000;48;-0.0008134303498081862926483154
000D8000;49;-0.0006670657312497496604919434
000D8000;50;-0.0003428117779549211263656616
000D8000;51;0.0000004265040445261547574773
000D8000;52;0.0002168903010897338390350342
000D8000;53;0.0002361894439673051238059998
000D8000;54;0.0000876881749718450009822845
000D8000;55;-0.0001226432505063712596893311
000D8000;56;-0.0002664422499947249889373779
000D8000;57;-0.0002534505329094827175140381
