block_address;float_no;value_little
00014C00;1;0.0028396197594702243804931641
00014C00;2;0.0024926345795392990112304688
00014C00;3;0.0022687218151986598968505859
00014C00;4;0.0022708631586283445358276367
00014C00;5;0.0019817508291453123092651367
00014C00;6;0.0016407803632318973541259766
00014C00;7;0.0017384896054863929748535156
00014C00;8;0.0016287748003378510475158691
00014C00;9;0.0013434881111606955528259277
00014C00;10;0.0013622454134747385978698730
00014C00;11;0.0016397050349041819572448730
00014C00;12;0.0018378363456577062606811523
00014C00;13;0.0021154475398361682891845703
00014C00;14;0.0025970963761210441589355469
00014C00;15;0.0030851229093968868255615234
00014C00;16;0.0034642601385712623596191406
00014C00;17;0.0037992419674992561340332031
00014C00;18;0.0040717748925089836120605469
00014C00;19;0.0043350234627723693847656250
00014C00;20;0.0046485224738717079162597656
00014C00;21;0.0048740049824118614196777344
00014C00;22;0.0052040037699043750762939453
00014C00;23;0.0053366683423519134521484375
00014C00;24;0.0051824473775923252105712891
00014C00;25;0.0049772802740335464477539062
00014C00;26;0.0046509667299687862396240234
00014C00;27;0.0045597823336720466613769531
00014C00;28;0.0044763791374862194061279297
00014C00;29;0.0042489026673138141632080078
00014C00;30;0.0040362430736422538757324219
00014C00;31;0.0035941011738032102584838867
00014C00;32;0.0033505356404930353164672852
00014C00;33;0.0032029491849243640899658203
00014C00;34;0.0028538350015878677368164062
00014C00;35;0.0026049902662634849548339844
00014C00;36;0.0025216222275048494338989258
00014C00;37;0.0025241642724722623825073242
00014C00;38;0.0025707923341542482376098633
00014C00;39;0.0027904619928449392318725586
00014C00;40;0.0029051885940134525299072266
00014C00;41;0.0030178483575582504272460938
00014C00;42;0.0031996567267924547195434570
00014C00;43;0.0032498685177415609359741211
00014C00;44;0.0033196634612977504730224609
00014C00;45;0.0033735409379005432128906250
00014C00;46;0.0033912251237779855728149414
00014C00;47;0.0034105794038623571395874023
00014C00;48;0.0034385719336569309234619141
00014C00;49;0.0034600738435983657836914062
00014C00;50;0.0034866700880229473114013672
00014C00;51;0.0034335479140281677246093750
00014C00;52;0.0034815159160643815994262695
00014C00;53;0.0035489925649017095565795898
00014C00;54;0.0034062955528497695922851562
00014C00;55;0.0032433087471872568130493164
00014C00;56;0.0030481300782412290573120117
00014C00;57;0.0028218273073434829711914062
00014C00;58;0.0026417139451950788497924805
00014C00;59;0.0025218133814632892608642578
00014C00;60;0.0024300597142428159713745117
00014C00;61;0.0022503240033984184265136719
00014C00;62;0.0019677977543324232101440430
00014C00;63;0.0017501497641205787658691406
00014C00;64;0.0015228971606120467185974121
00014C00;65;0.0012036088155582547187805176
00014C00;66;0.0009798730025067925453186035
00014C00;67;0.0009202975779771804809570312
00014C00;68;0.0008826802950352430343627930
00014C00;69;0.0007842030026949942111968994
00014C00;70;0.0008083749562501907348632812
00014C00;71;0.0008721944759599864482879639
00014C00;72;0.0008825940312817692756652832
00014C00;73;0.0008414741605520248413085938
00014C00;74;0.0007340054144151508808135986
00014C00;75;0.0006303933332674205303192139
00014C00;76;0.0004852220881730318069458008
00014C00;77;0.0004036716127302497625350952
00014C00;78;0.0003903412143699824810028076
00014C00;79;0.0004100715450476855039596558
00014C00;80;0.0004979190416634082794189453
00014C00;81;0.0005811209557577967643737793
00014C00;82;0.0006415650132112205028533936
00014C00;83;0.0006804564618505537509918213
00014C00;84;0.0006772825727239251136779785
00014C00;85;0.0005485826986841857433319092
00014C00;86;0.0004081412334926426410675049
00014C00;87;0.0003727919538505375385284424
00014C00;88;0.0003118738241028040647506714
00014C00;89;0.0002893389319069683551788330
00014C00;90;0.0002988651685882359743118286
00014C00;91;0.0002974721137434244155883789
00014C00;92;0.0003255945630371570587158203
00014C00;93;0.0003275831695646047592163086
00014C00;94;0.0002681465120986104011535645
00014C00;95;0.0002027573646046221256256104
00014C00;96;0.0001525399566162377595901489
00014C00;97;0.0001158048835350200533866882
00014C00;98;0.0001510464790044352412223816
00014C00;99;0.0001811763504520058631896973
00014C00;100;0.0002055301156360656023025513
00014C00;101;0.0002531818463467061519622803
00014C00;102;0.0002941500861197710037231445
00014C00;103;0.0003444250905886292457580566
00014C00;104;0.0003800528356805443763732910
00014C00;105;0.0003765533037949353456497192
00014C00;106;0.0003814405645243823528289795
00014C00;107;0.0003902103926520794630050659
00014C00;108;0.0003631740983109921216964722
00014C00;109;0.0003344010037835687398910522
00014C00;110;0.0003091862308792769908905029
